State,Children_in_poverty,Adult_smoking,Income,Num_of_Providers,AvgSpendPerEpHosp,Pop_over_all,Poverty_overall,Degree_or_higher,TaxRate,Median_house_V,TotalDischrg,AvgMedicarePay,ratio_child,ratio_adult,ratio_income,ratio_num_prov,ratio_avgspend,ratio_pop,ratio_poverty,ratio_education,ratio_tax,ratio_median,ratio_total_disch
Pennsylvania,0.192,0.19899999999999998,53599.0,147,1715.6311069882493,12784227,3179169,5191900,0.02109535641791045,117942.64626865672,314936,79.19184856483817,0.002424491958194414,0.0025128848941702517,6.768247107669916,1.856251655492598,21.664238656881203,1614.336226730828,401.4515455333842,655.6104061327906,0.0002663829270336917,14.893281114923262,39.768739549266456
Idaho,0.19,0.159,47583.0,34,1574.385026737968,1683140,456073,549968,0.018043680250000003,130443.13863636366,18295,84.61977513611617,0.0022453380394165923,0.001878993411932833,5.623153680503143,0.40179733336928497,18.60540310117194,198.90622461387596,53.89673977109704,64.99284583483498,0.0002132324296652363,15.415207429532607,2.1620241805856084
Maine,0.19,0.193,49331.0,17,1592.6363636363637,1331479,319045,561140,0.028238334812500005,123027.56875,33114,75.90500810810822,0.0025031286437568285,0.0025426517276056202,6.499044164482532,0.2239641418098215,20.98196684687841,175.4138538663525,42.03214095512617,73.9266109030372,0.00037202202484823356,16.20809638473092,4.362557995229664
Wisconsin,0.184,0.174,53357.0,64,1666.628196022727,5778708,1322928,2208164,0.025552308138888886,126444.3069444444,100068,80.02597911079731,0.002299253343033128,0.0021742939222161102,6.667459816533621,0.7997402932289143,20.826089409231123,722.1040047506675,165.31231666261579,275.9308945089894,0.0003193001625573526,15.800407361386998,12.504439322317342
South Dakota,0.184,0.18600000000000003,50957.0,17,1613.9973262032086,851039,215904,305570,0.027739827834848484,68940.33636363638,20109,86.41162078189302,0.0021293432334109855,0.0021524882685567577,5.897007779615413,0.19673279873905847,18.678012420077312,98.48663782711152,24.985528340563338,35.362141947467116,0.0003210196450876105,7.978132540488393,2.327117558731604
Kansas,0.17600000000000002,0.18100000000000002,52205.0,85,1758.4796791443837,2907289,687541,1187602,0.034390927980952384,76152.38571428572,61800,72.24643162393147,0.0024361064767342835,0.002505314047096053,7.225962421472344,1.1765286961500798,24.340021224825325,402.41281605899644,95.1660842682026,164.38209795355615,0.0004760225136096613,10.540643185076064,8.554055696714698
Washington,0.175,0.153,61062.0,46,1751.4342885375486,7288000,1617164,3224318,0.01660345214871795,175231.39487179485,107011,90.76509287257014,0.0019280539958868512,0.0016856700649753615,6.727476176962452,0.5068027646331152,19.2963421631318,802.9518584013355,178.17025784024935,355.2376687948515,0.00018292772720486722,19.30603377642233,11.78988492307702
Nebraska,0.16,0.17300000000000001,52997.0,23,1891.1936758893282,1907116,417727,733566,0.03203687033333333,75870.63333333332,39799,79.926272504708,0.0020018448876190907,0.0021644947847381424,6.630735844321809,0.2877652025952443,23.661727447353798,238.6094009185356,52.264041210653744,91.78033417694913,0.000400830281825619,9.492577466172243,4.979464042647012
Virginia,0.159,0.195,65015.0,73,1636.5199252801995,8411808,1794483,4147282,0.02178665587185185,139567.0748148148,193399,75.38847006001846,0.0021090758291475676,0.0025866024319734318,8.623997800756547,0.9683178335080027,21.707827788219195,1115.7950271842856,238.03149189410152,550.1215234502379,0.0002889918823728217,18.513053084072713,25.653657627755376
New Jersey,0.158,0.151,72093.0,64,1911.8643465909086,8944469,1830783,4580082,0.03156124552380952,223055.3333333333,251207,95.86940055946913,0.0016480753929611818,0.0015750593945388508,7.519917677515853,0.6675748427184534,19.94238344491319,932.9847634179816,190.9663551994716,477.7418001230655,0.00032921083619618166,23.266582666798776,26.203042736683518
Colorado,0.156,0.157,60629.0,45,1805.0979797979803,5540545,1196755,2779460,0.043020851714285706,195902.3349206349,61320,81.50931391534382,0.00191389170766451,0.001926160244252103,7.438291047691767,0.5520841464416856,22.145910609341755,679.7437904770553,146.82432503884874,340.9990670375127,0.0005278028932861278,24.034349635687093,7.523066635512035
Alaska,0.155,0.19899999999999998,72515.0,8,1437.278409090909,718772,143831,271050,0.06193378279125,159202.856,6142,129.5896943722943,0.001196082765306207,0.0015356159373931303,5.5957381758825555,0.061733304015804236,11.090993122970067,55.46521299255956,11.098953562371424,20.916015066854676,0.0004779221302376277,12.28514788704038,0.473957441581337
Iowa,0.155,0.185,53183.0,12,1643.1174242424238,3134693,708859,1118862,0.024326454494949492,91749.44747474747,68784,71.48119994232981,0.0021684023229192034,0.002588093095097114,7.440138112245935,0.16787630887116414,22.986707351976065,438.5339085702301,99.16719369175378,156.52535224684038,0.000340319615711205,12.8354654858578,9.622670024495129
Vermont,0.154,0.16399999999999998,55176.0,6,1549.0833333333333,624594,135651,316450,0.031918623857142864,137984.54285714286,10071,105.46969962962964,0.0014601350012448193,0.0015549489623646125,5.231455118745725,0.05688837667187607,14.68747269379867,59.22023123165628,12.861608639861103,30.00387799635864,0.0003026331161388455,13.082861081589618,0.95487140243744
Massachusetts,0.153,0.147,68563.0,84,1742.2375541125543,6811779,1376733,3833612,0.027811443571428573,277854.3285714286,193680,92.41719323269102,0.0016555361037071488,0.0015906131192480449,7.4188576391159,0.9089217824274545,18.851876941619423,737.0683702597503,148.9693586055591,414.8158871637236,0.0003009336531288503,30.065220426229338,20.957139383398736
Hawaii,0.152,0.141,69515.0,100,1612.733181818182,1428557,265194,610402,0.01941261625,309489.275,11712,109.67475045248867,0.0013859160779750004,0.0012856195197004938,6.338286589502116,0.9117868934046057,14.70468977740525,130.25395490814032,24.180041340954098,55.655654330795805,0.00017700169063443265,28.21882645942937,1.067884809555474
Connecticut,0.149,0.154,70331.0,29,1752.694357366771,3576452,684343,1876638,0.025360145125,220228.2625,96258,101.04592943809058,0.0014745769654312517,0.001524059413935656,6.960300171526535,0.28699820132554565,17.34552165647229,353.9432038369484,67.72593451369927,185.721286392817,0.00025097641504240705,21.794867316741417,9.526163056273921
Minnesota,0.14800000000000002,0.163,61492.0,48,1574.9507575757577,5519952,1063585,2507874,0.020634113839080457,112332.06321839085,95666,86.19214982238007,0.0017170937295912687,0.0018911234994822756,7.134292406758533,0.5568952636512222,18.272554528705083,640.4239842462691,123.39696853968442,290.9631567570928,0.00023939667222133427,13.032748742185737,11.099154644262049
Maryland,0.138,0.146,74551.0,56,1680.3133116883114,6016447,1145572,3113422,0.023356565041666662,177438.9625,173011,114.80121828828852,0.0012020778355631625,0.0012717635071900124,6.493920631816617,0.4877997013879499,14.636720208567064,524.0751875029334,99.78744277114224,271.2011289097632,0.00020345224022809338,15.456191593229937,15.07048466729118
Wyoming,0.13699999999999998,0.195,58840.0,10,1608.4454545454546,585501,124831,201348,0.03557611291304348,136991.8304347826,6535,95.39392024291496,0.0014361502247851605,0.002044155429438732,6.168107972726924,0.10482848356096063,16.861089789052002,61.377181953426,13.085844431398277,21.1070055080323,0.00037293899676678577,14.360645844718515,0.6850541400708778
North Dakota,0.13699999999999998,0.19899999999999998,57181.0,7,1704.155844155844,757952,153899,269108,0.021368518490566046,65151.00377358489,16425,87.52048293838862,0.0015653478523015372,0.0022737534496934738,6.533442010398118,0.07998127712489607,19.47150869077711,86.6028127990989,17.584340811777686,30.748002177895046,0.00024415448559177556,7.4440864111146325,1.876703538252026
Utah,0.134,0.09699999999999999,60727.0,30,1763.1348484848493,3051217,614539,1081442,0.030139094137931036,157358.35172413793,23052,78.29628688524585,0.0017114476986168675,0.0012388837818345978,7.756051074172126,0.3831599325261643,22.518754319332793,389.70136661422845,78.48890725823216,138.12174791698672,0.00038493644254297894,20.097805143016373,2.9442009215310465
New Hampshire,0.126,0.175,66779.0,13,1754.937062937063,1334795,195506,661352,0.0405677306,153241.68,28419,81.24506852976913,0.0015508633604491594,0.0021539768895127214,8.219452725986859,0.16000971179237358,21.600536434947234,164.2924332706933,24.063737472061376,81.40210993331527,0.0004993254524135888,18.861659270291646,3.497935384174973
